Term,Subject,Number,CCN,Title,Type,Section#,Instructor,Meeting Times,Rejected Student Cnt,Enrollment Limit,Waitlist Limit Cnt,Enrollment Cnt,% Class Filled,% Class Filled,Waitlist Cnt,Include Sb Week Desc
2017 Spring,English,R1B,14548,Reading And Comp,Lecture,5,Adam Ahmed; Katherine Snyder,Mon Wed Fri 01:00p-01:59p,14,18,0,18,100,100,0,Week 04
2017 Spring,English,R1B,14549,Reading And Comp,Lecture,6,Katherine Snyder; Lucy Sirianni,Mon Wed Fri 01:00p-01:59p,22,15,0,15,100,100,0,Week 04
2017 Spring,English,R1B,14557,Reading And Comp,Lecture,14,Katherine Snyder; Raphael Magarik,Mon Wed 05:00p-06:29p,16,16,0,16,100,100,0,Week 04
2017 Spring,English,R1B,14558,Reading And Comp,Lecture,15,Edward Alexander; Katherine Snyder,Tue Thu 08:00a-09:29a,21,15,0,15,100,100,0,Week 04
2017 Spring,English,R1B,14559,Reading And Comp,Lecture,16,Katherine Snyder; Rosalind Diaz,Tue Thu 08:00a-09:29a,14,16,0,16,100,100,0,Week 04
2017 Spring,English,R1B,14560,Reading And Comp,Lecture,17,Brian Gillis; Katherine Snyder,Tue Thu 05:00p-06:29p,16,17,0,17,100,100,0,Week 04
2017 Spring,English,24,31115,Freshman Seminars,Seminar,2,Genaro Padilla,Wed 04:00p-04:59p,18,11,0,11,100,100,0,Week 04
2017 Spring,English,24,31562,Freshman Seminars,Seminar,3,Mitchell Breitwieser,Tue 05:00p-05:59p,15,13,0,13,100,100,0,Week 04
2017 Spring,English,24,33025,Freshman Seminars,Seminar,4,Katherine Snyder,Wed 03:00p-03:59p,20,12,0,12,100,100,0,Week 04
2017 Spring,English,28,31116,Intro To Drama,Lecture,1,David Landreth,Mon Wed Fri 10:00a-10:59a,35,27,0,27,100,100,0,Week 04
2017 Spring,English,43A,31117,Intro/Writ Fiction,Lecture,1,Leila Mansouri; Vikram Chandra,Tue Thu 11:00a-12:29p,43,15,0,12,80,80,0,Week 04
2017 Spring,English,43B,14565,Intro/Writing Verse,Lecture,1,Jane Gregory; Lyn Hejinian,Tue Thu 03:30p-04:59p,14,15,0,7,46.66667,46.66667,0,Week 04
2017 Spring,English,45A,14566,Lit In English,Lecture,1,David Landreth,Mon Wed 01:00p-01:59p,42,81,0,81,100,100,0,Week 04
2017 Spring,English,45B,14572,Lit In English,Lecture,1,Ian Duncan,Mon Wed 02:00p-02:59p,51,93,0,92,98.92473,98.92473,0,Week 04
2017 Spring,English,45C,14579,Lit In English,Lecture,1,Joshua Gang,Mon Wed 12:00p-12:59p,31,65,0,65,100,100,0,Week 04
2017 Spring,English,45C,14580,Lit In English,Lecture,2,Catherine Flynn,Mon Wed 03:00p-03:59p,35,59,0,59,100,100,0,Week 04
2017 Spring,English,80K,31118,Children'S Lit,Lecture,1,Joseph Lavery,Mon Wed Fri 12:00p-12:59p,106,141,0,141,100,100,0,Week 04
2017 Spring,English,84,14586,Sophomore Seminar,Seminar,1,Julia Bader,Wed 02:00p-04:59p,28,15,0,15,100,100,0,Week 04
2017 Spring,English,98BC,14603,Directed Group Stud,Directed Group Study,1,David Landreth; Spencer Strub,Tue 06:00p-06:59p,22,12,0,12,100,100,0,Week 04
2017 Spring,English,98BC,14604,Directed Group Stud,Directed Group Study,2,Aileen Liu; David Landreth,Wed 06:00p-06:59p,14,14,0,14,100,100,0,Week 04
2017 Spring,English,98BC,14605,Directed Group Stud,Directed Group Study,3,David Landreth; Margaret Kolb,Thu 06:00p-06:59p,15,9,0,9,100,100,0,Week 04
2017 Spring,English,105,31119,Anglo-Saxon England,Lecture,1,Emily Thornbury,Tue Thu 02:00p-03:29p,34,32,0,32,100,100,0,Week 04
2017 Spring,English,111,14613,Chaucer,Lecture,1,Steven Justice,Tue Thu 03:30p-04:59p,30,46,0,45,97.82609,97.82609,0,Week 04
2017 Spring,English,114A,14614,English Drama,Lecture,1,Jennifer Miller,Tue Thu 11:00a-12:29p,24,25,0,25,100,100,0,Week 04
2017 Spring,English,117S,14616,Shakespeare,Lecture,1,Charles Altieri,Tue Thu 12:30p-01:59p,29,39,0,39,100,100,0,Week 04
2017 Spring,English,117S,14617,Shakespeare,Lecture,2,Jeffrey Knapp,Tue Thu 03:30p-04:59p,27,62,0,61,98.3871,98.3871,0,Week 04
2017 Spring,English,118,31120,Milton,Lecture,1,Kevis Bea Goodman,Mon Wed 10:00a-10:59a,57,60,0,60,100,100,0,Week 04
2017 Spring,English,119,31121,Lit Rest & Ear 18 C,Lecture,1,Janet Sorensen,Tue Thu 12:30p-01:59p,29,28,0,28,100,100,0,Week 04
2017 Spring,English,125C,31617,European Novel,Lecture,1,Lyubov Golburt,Mon Wed Fri 03:00p-03:59p,58,35,0,35,100,100,0,Week 04
2017 Spring,English,125E,14623,Contemporary Novel,Lecture,1,Katherine Snyder,Mon Wed 01:00p-01:59p,49,58,0,54,93.10345,93.10345,0,Week 04
2017 Spring,English,130A,31122,Am Lit: Before 1800,Lecture,1,Kathleen Donegan,Mon Wed Fri 12:00p-12:59p,51,46,0,46,100,100,0,Week 04
2017 Spring,English,132,14630,American Novel,Lecture,1,Mark Goble,Mon Wed 02:00p-02:59p,67,90,0,85,94.44444,94.44444,0,Week 04
2017 Spring,English,C136,14635,Topics In Amer Stud,Lecture,1,R Gonzalez,Tue Thu 02:00p-03:29p,22,27,0,27,100,100,0,Week 04
2017 Spring,English,137B,14640,Chic Lit Since 1910,Lecture,1,R Gonzalez,Tue Thu 11:00a-12:29p,32,45,0,45,100,100,0,Week 04
2017 Spring,English,139,31124,Cultures Of English,Lecture,1,Abdul Janmohamed,Tue Thu 11:00a-12:29p,27,26,0,26,100,100,0,Week 04
2017 Spring,English,141,14643,Modes Of Writing,Lecture,1,Cecil Giscombe,Tue Thu 12:30p-01:59p,77,46,0,46,100,100,0,Week 04
2017 Spring,English,143A,14644,Short Fiction,Lecture,1,Melanie Chandra,Mon Wed 03:30p-04:59p,24,15,0,7,46.66667,46.66667,0,Week 04
2017 Spring,English,143A,31602,Short Fiction,Lecture,2,Carla Serpell,Tue Thu 11:00a-12:29p,14,15,0,11,73.33333,73.33333,0,Week 04
2017 Spring,English,143A,31603,Short Fiction,Lecture,3,Genaro Padilla; Joyce Carol Smith,Thu 03:30p-06:29p,16,15,0,14,93.33333,93.33333,0,Week 04
2017 Spring,English,143B,14647,Verse,Lecture,1,John Shoptaw,Tue Thu 09:30a-10:59a,11,14,0,10,71.42857,71.42857,0,Week 04
2017 Spring,English,143B,14648,Verse,Lecture,2,Geoffrey O'Brien,Tue Thu 03:30p-04:59p,5,15,0,10,66.66667,66.66667,0,Week 04
2017 Spring,English,143C,31125,Long Narrative,Lecture,1,Carla Serpell,Tue Thu 02:00p-03:29p,14,15,0,13,86.66667,86.66667,0,Week 04
2017 Spring,English,143N,14649,Prose Nonfiction,Lecture,1,Georgina Kleege,Tue Thu 02:00p-03:29p,14,15,0,13,86.66667,86.66667,0,Week 04
2017 Spring,English,165,14651,Special Topics,Seminar,1,Hertha Wong,Mon Wed Fri 10:00a-10:59a,28,26,0,26,100,100,0,Week 04
2017 Spring,English,165,14652,Special Topics,Seminar,2,Genaro Padilla,Tue Thu 03:30p-04:59p,34,33,0,33,100,100,0,Week 04
2017 Spring,English,166,31142,Special Topics,Lecture,1,Colleen Lye,Mon Wed Fri 01:00p-01:59p,24,18,0,18,100,100,0,Week 04
2017 Spring,English,166,31143,Special Topics,Lecture,2,Anne-Lise Francois,Mon Wed Fri 03:00p-03:59p,17,10,0,10,100,100,0,Week 04
2017 Spring,English,166,31144,Special Topics,Lecture,3,Bryan Wagner,Mon Wed Fri 03:00p-03:59p,12,9,0,9,100,100,0,Week 04
2017 Spring,English,166,31145,Special Topics,Lecture,4,Mark Goble,Mon Wed 05:00p-06:29p,51,48,0,48,100,100,0,Week 04
2017 Spring,English,166,31146,Special Topics,Lecture,5,Eric Falci,Tue Thu 11:00a-12:29p,53,78,0,77,98.71795,98.71795,0,Week 04
2017 Spring,English,166AC,31126,Spe Top Am Cultures,Lecture,1,Steven Lee,Mon Wed Fri 01:00p-01:59p,65,42,0,41,97.61905,97.61905,0,Week 04
2017 Spring,English,180A,14666,Autobiography,Lecture,1,Georgina Kleege,Tue Thu 11:00a-12:29p,38,47,2,47,100,100,2,Week 04
2017 Spring,English,180L,31127,Lyric Verse,Lecture,1,Geoffrey O'Brien,Tue Thu 02:00p-03:29p,24,22,0,22,100,100,0,Week 04
2017 Spring,English,180Z,14669,Science Fiction,Lecture,1,Donna Jones,Tue Thu 09:30a-10:59a,71,62,0,60,96.77419,96.77419,0,Week 04
2017 Spring,English,C181,33566,Dig. Hum. Vis. Cult,Lecture,1,Elizabeth Honig; Jess Bailey,Mon Wed Fri 11:00a-11:59a,19,12,0,12,100,100,0,Week 04
2017 Spring,English,190,14670,Research Seminar,Seminar,1,Nadia Ellis,Mon Wed 09:30a-10:59a,12,15,0,15,100,100,0,Week 04
2017 Spring,English,190,14671,Research Seminar,Seminar,2,Bryan Wagner,Mon Wed 11:00a-12:29p,10,19,0,19,100,100,0,Week 04
2017 Spring,English,190,14672,Research Seminar,Seminar,3,Jeffrey Blevins,Mon Wed Fri 12:00p-12:59p,17,17,0,17,100,100,0,Week 04
2017 Spring,English,190,14673,Research Seminar,Seminar,4,D Miller,Mon Wed 12:30p-01:59p,15,17,0,16,94.11765,94.11765,0,Week 04
2017 Spring,English,190,14674,Research Seminar,Seminar,5,Ryan Perry,Mon Wed Fri 01:00p-01:59p,7,6,0,4,66.66667,66.66667,0,Week 04
2017 Spring,English,190,14675,Research Seminar,Seminar,6,Stephanie Bahr,Mon Wed Fri 02:00p-02:59p,7,10,0,10,100,100,0,Week 04
2017 Spring,English,190,14676,Research Seminar,Seminar,7,Wendy Xin,Mon Wed Fri 03:00p-03:59p,12,12,0,11,91.66667,91.66667,0,Week 04
2017 Spring,English,190,14677,Research Seminar,Seminar,8,Janet Sorensen,Tue Thu 09:30a-10:59a,10,13,0,13,100,100,0,Week 04
2017 Spring,English,190,14678,Research Seminar,Seminar,9,Emily Thornbury,Tue Thu 09:30a-10:59a,5,9,0,9,100,100,0,Week 04
2017 Spring,English,190,14679,Research Seminar,Seminar,10,Jeffrey Knapp,Tue Thu 12:30p-01:59p,19,18,0,18,100,100,0,Week 04
2017 Spring,English,190,14680,Research Seminar,Seminar,11,Donna Jones,Tue Thu 12:30p-01:59p,9,20,0,20,100,100,0,Week 04
2017 Spring,English,190,14682,Research Seminar,Seminar,13,George Starr,Tue 05:00p-07:59p,12,16,0,16,100,100,0,Week 04
2017 Spring,English,H195B,14683,Honors Course,Lecture,1,David Marno,Tue Thu 02:00p-03:29p,10,30,0,19,63.33333,63.33333,0,Week 04
2017 Spring,English,H195B,14684,Honors Course,Lecture,2,Celeste Langan,Tue Thu 09:30a-10:59a,10,25,0,16,64,64,0,Week 04
2017 Spring,English,198,14685,Directed Group Stdy,Directed Group Study,1,Oliver Arnold,Thu 06:00p-07:59p,,30,0,16,53.33333,53.33333,0,Week 04
2017 Spring,English,198,14686,Directed Group Stdy,Directed Group Study,2,Ian Duncan,Tue Thu 06:30p-07:59p,7,30,0,12,40,40,0,Week 04
2017 Spring,English,198,14687,Directed Group Stdy,Directed Group Study,3,Eric Falci,Thu 08:00p-09:59p,3,40,0,37,92.5,92.5,0,Week 04
2017 Spring,English,198,14688,Directed Group Stdy,Directed Group Study,4,Georgina Kleege,Tue 06:30p-07:59p,3,50,0,44,88,88,0,Week 04
2017 Spring,English,198,14689,Directed Group Stdy,Directed Group Study,5,George Starr,Tue 05:00p-05:59p,2,20,0,11,55,55,0,Week 04
2017 Spring,English,198,14690,Directed Group Stdy,Directed Group Study,6,Hertha Wong,Thu 06:00p-07:59p,6,25,0,16,64,64,0,Week 04
2017 Spring,English,198,14691,Directed Group Stdy,Directed Group Study,7,Richard Hutson,Wed 06:30p-07:59p,2,30,0,27,90,90,0,Week 04
2017 Spring,English,198BC,14701,Directed Group Stud,Directed Group Study,1,David Landreth; Shannon Chamberlain,Tue 06:00p-06:59p,18,20,0,20,100,100,0,Week 04
2017 Spring,English,198BC,14702,Directed Group Stud,Directed Group Study,2,David Landreth; Shannon Chamberlain,Tue 07:00p-07:59p,26,10,0,10,100,100,0,Week 04
2017 Spring,English,198BC,14703,Directed Group Stud,Directed Group Study,3,David Landreth; Spencer Strub,Tue 07:00p-07:59p,21,19,0,18,94.73684,94.73684,0,Week 04
2017 Spring,English,198BC,14704,Directed Group Stud,Directed Group Study,4,Adrian Acu; David Landreth,Wed 06:00p-06:59p,36,15,0,15,100,100,0,Week 04
2017 Spring,English,198BC,14705,Directed Group Stud,Directed Group Study,5,Aileen Liu; David Landreth,Wed 07:00p-07:59p,27,15,0,15,100,100,0,Week 04
2017 Spring,English,198BC,14706,Directed Group Stud,Directed Group Study,6,Adrian Acu; David Landreth,Wed 07:00p-07:59p,11,11,0,11,100,100,0,Week 04
2017 Spring,English,198BC,14707,Directed Group Stud,Directed Group Study,7,David Landreth; Richard Lee,Thu 06:00p-06:59p,26,15,0,15,100,100,0,Week 04
2017 Spring,English,198BC,14708,Directed Group Stud,Directed Group Study,8,David Landreth; Richard Lee,Thu 07:00p-07:59p,21,8,0,8,100,100,0,Week 04
2017 Spring,English,198BC,14709,Directed Group Stud,Directed Group Study,9,David Landreth; Margaret Kolb,Thu 07:00p-07:59p,24,16,0,16,100,100,0,Week 04
2017 Spring,English,203,14741,Graduate Readings,Lecture,1,Colleen Lye,Mon Wed 09:30a-10:59a,13,14,0,13,92.85714,92.85714,0,Week 04
2017 Spring,English,203,14742,Graduate Readings,Lecture,2,Abdul Janmohamed,Wed 03:00p-05:59p,5,15,0,2,13.33333,13.33333,0,Week 04
2017 Spring,English,205B,14745,Old English,Lecture,1,Katherine O'Brien O'Keeffe,Tue Thu 12:30p-01:59p,3,15,0,4,26.66667,26.66667,0,Week 04
2017 Spring,English,211,31128,Chaucer,Lecture,1,Maura Nolan,Tue Thu 02:00p-03:29p,3,15,0,6,40,40,0,Week 04
2017 Spring,English,243A,31129,Fiction Workshop,Lecture,1,Vikram Chandra,Tue Thu 09:30a-10:59a,4,15,0,5,33.33333,33.33333,0,Week 04
2017 Spring,English,243N,14747,Pr Nonfic Wr Wkshp,Lecture,1,Thomas Farber,Tue 03:30p-06:29p,4,15,0,5,33.33333,33.33333,0,Week 04
2017 Spring,English,246C,31130,Graduate Proseminar,Lecture,1,David Marno,Tue Thu 11:00a-12:29p,4,15,0,13,86.66667,86.66667,0,Week 04
2017 Spring,English,246H,31131,Grad Pro-Seminars,Lecture,1,Ian Duncan,Mon Wed 11:00a-12:29p,5,14,0,9,64.28571,64.28571,0,Week 04
2017 Spring,English,250,14749,Research Seminars,Seminar,1,Kevis Bea Goodman,Mon 03:00p-05:59p,5,10,0,7,70,70,0,Week 04
2017 Spring,English,250,14750,Research Seminars,Seminar,2,Charles Altieri,Thu 03:30p-06:29p,16,11,0,11,100,100,0,Week 04
2017 Spring,English,250,14751,Research Seminars,Seminar,3,Victoria Kahn,Wed 02:00p-04:59p,6,8,0,5,62.5,62.5,0,Week 04
2017 Spring,English,310,14814,Field Studies,Field Work,1,Katherine Snyder,12:00a-12:00a,1,5,0,1,20,20,0,Week 04
2017 Spring,Philosophy,2,31079,Ind Moral/Soc Just,Lecture,1,Nicholas Kolodny,Mon Wed Fri 09:00a-09:59a,286,192,30,189,98.4375,98.4375,5,Week 04
2017 Spring,Philosophy,3,20115,Nature Of Mind,Lecture,1,Austin Andrews; Blake Harper; John Campbell; Joseph Kassman-Tod; Peter Epstein,Mon Wed Fri 03:00p-03:59p,315,200,10,200,100,100,5,Week 04
2017 Spring,Philosophy,12A,20133,Intro To Logic,Lecture,1,Paolo Mancosu,Mon Wed Fri 10:00a-10:59a,558,181,0,178,98.34254,98.34254,0,Week 04
2017 Spring,Philosophy,25B,20140,Modern Philosophy,Lecture,1,Timothy Crockett,Mon Wed Fri 11:00a-11:59a,331,250,0,242,96.8,96.8,1,Week 04
2017 Spring,Philosophy,98BC,20158,Directed Group Stud,Discussion,1,Lara Buchak,Mon 05:00p-05:59p,10,20,5,20,100,100,0,Week 04
2017 Spring,Philosophy,98BC,20159,Directed Group Stud,Discussion,2,Lara Buchak,Mon 06:00p-06:59p,5,20,20,13,65,65,0,Week 04
2017 Spring,Philosophy,100,20160,Phil Methods,Lecture,1,Lara Buchak,Wed 02:00p-03:59p,48,60,2,60,100,100,0,Week 04
2017 Spring,Philosophy,107,31092,Moral Psychology,Lecture,1,Kwong-loi Shun,Tue Thu 02:00p-03:29p,146,48,7,47,97.91667,97.91667,0,Week 04
2017 Spring,Philosophy,110,31093,Aesthetics,Lecture,1,Robert Noe,Tue Thu 11:00a-12:29p,110,48,10,50,104.1667,104.1667,3,Week 04
2017 Spring,Philosophy,116,31097,Special Topics,Lecture,1,Hans Sluga,Tue Thu 09:30a-10:59a,50,15,5,15,100,100,4,Week 04
2017 Spring,Philosophy,122,20173,Theory Of Knowledge,Lecture,1,Wesley Holliday,Tue Thu 02:00p-03:29p,139,51,16,52,101.9608,101.9608,5,Week 04
2017 Spring,Philosophy,132,20177,Philosophy Of Mind,Lecture,1,Arpy Khatchirian,Tue Thu 09:30a-10:59a,416,85,26,85,100,100,10,Week 04
2017 Spring,Philosophy,133,20183,Philo Of Language,Lecture,1,Seth Yalcin,Tue Thu 12:30p-01:59p,167,48,20,52,108.3333,108.3333,7,Week 04
2017 Spring,Philosophy,161,31099,Aristotle,Lecture,1,Timothy Clarke,Tue Thu 12:30p-01:59p,76,48,6,47,97.91667,97.91667,1,Week 04
2017 Spring,Philosophy,172,20205,Spinoza,Lecture,1,Kristin Primus,Mon Wed Fri 09:00a-09:59a,41,40,10,33,82.5,82.5,0,Week 04
2017 Spring,Philosophy,186B,31104,Later Wittgenstein,Lecture,1,Barry Stroud,Tue Thu 11:00a-12:29p,55,48,10,49,102.0833,102.0833,3,Week 04
2017 Spring,Philosophy,189,32902,Top/Rec Europe Phil,Lecture,1,Hans Sluga,Tue Thu 02:00p-03:29p,56,45,10,47,104.4444,104.4444,2,Week 04
2017 Spring,Philosophy,190,20215,Proseminar,Lecture,1,Kristin Primus,Mon 01:00p-03:59p,19,15,5,13,86.66667,86.66667,0,Week 04
2017 Spring,Philosophy,190,32905,Proseminar,Lecture,2,Timothy Crockett,Mon Wed 05:00p-06:29p,17,15,5,9,60,60,0,Week 04
2017 Spring,Philosophy,H196,33277,Senior Seminar,Seminar,1,Nicholas Kolodny,Wed 02:00p-03:59p,14,8,0,8,100,100,0,Week 04
2017 Spring,Philosophy,198,20227,Directed Group Stdy,Directed Group Study,1,Nicholas Kolodny,Fri 02:00p-03:59p,8,15,5,3,20,20,0,Week 04
2017 Spring,Philosophy,198,20228,Directed Group Stdy,Directed Group Study,2,Timothy Crockett,Thu 07:00p-08:59p,5,20,10,7,35,35,0,Week 04
2017 Spring,Philosophy,198BC,20231,Directed Group Stud,Discussion,1,Lara Buchak,Tue 05:00p-05:59p,9,20,20,20,100,100,1,Week 04
2017 Spring,Philosophy,198BC,20232,Directed Group Stud,Discussion,2,Lara Buchak,Tue 06:00p-06:59p,12,20,20,15,75,75,0,Week 04
2017 Spring,Philosophy,198BC,20233,Directed Group Stud,Discussion,3,Lara Buchak,Wed 05:00p-05:59p,15,20,20,20,100,100,0,Week 04
2017 Spring,Philosophy,198BC,20234,Directed Group Stud,Discussion,4,Lara Buchak,Wed 06:00p-06:59p,9,20,20,13,65,65,0,Week 04
2017 Spring,Philosophy,290,20263,Seminar,Seminar,1,John Campbell,Thu 02:00a-03:59a,8,20,0,3,15,15,0,Week 04
2017 Spring,Philosophy,290,20264,Seminar,Seminar,2,Anthony Long,Fri 02:00p-03:59p,6,20,0,4,20,20,0,Week 04
2017 Spring,Philosophy,290,20265,Seminar,Seminar,3,Geoffrey Lee,Tue 02:00a-03:59a,5,20,0,6,30,30,0,Week 04
2017 Spring,Philosophy,290,20266,Seminar,Seminar,4,Robert Noe,Wed 04:00a-05:59a,5,20,0,3,15,15,0,Week 04
2017 Spring,Philosophy,290,20267,Seminar,Seminar,5,Paolo Mancosu,Wed 02:00a-03:59a,2,20,0,6,30,30,0,Week 04
2017 Spring,Philosophy,290,20268,Seminar,Seminar,6,Daniel Warren,Tue 04:00a-05:59a,4,20,0,5,25,25,0,Week 04
2017 Spring,Philosophy,290,33255,Seminar,Seminar,7,Christopher Kutz; Joshua Cohen,Fri 12:00p-02:59p,3,5,5,2,40,40,0,Week 04
2017 Spring,Philosophy,290,34487,Seminar,Seminar,8,Christopher Kutz,Tue 02:10p-04:59p,1,10,5,1,10,10,0,Week 04
2017 Spring,Philosophy,295,20270,Dissertation Sem,Seminar,1,Daniel Warren,Mon 02:00p-03:59p,,14,14,5,35.71429,35.71429,0,Week 04
2017 Spring,Statistics,2,23388,Intro To Stat,Lecture,1,Fletcher Ibser,Tue Thu 02:00p-03:29p,229,292,90,290,99.31507,99.31507,4,Week 04
2017 Spring,Statistics,20,23407,Intro Prob Stat Cal,Lecture,1,Gaston Sanchez Trujillo,Mon Wed Fri 12:00p-12:59p,265,400,80,393,98.25,98.25,9,Week 04
2017 Spring,Statistics,20,32237,Intro Prob Stat Cal,Lecture,2,Fletcher Ibser,Tue Thu 09:30a-10:59a,142,200,40,198,99,99,5,Week 04
2017 Spring,Statistics,W21,23426,Intro Prob Stat Bus,Web-Based Lecture,1,Shobhana Murali Stoyanov,12:00a-12:00a,105,143,0,117,81.81818,81.81818,0,Week 04
2017 Spring,Statistics,28,33147,Stat Meth Data Sci,Lecture,1,Adityanand Guntuboyina; Elizabeth Purdom,Mon Wed Fri 11:00a-11:59a,91,60,10,35,58.33333,58.33333,0,Week 04
2017 Spring,Statistics,88,23427,Prob/Stat Data Sci,Lecture,1,Adam Lucas,Tue 08:00a-09:59a,107,100,100,100,100,100,2,Week 04
2017 Spring,Statistics,89A,23428,Matrc/Grphs Datasci,Lecture,1,Michael Mahoney,Mon 01:00p-02:59p,58,27,10,19,70.37037,70.37037,0,Week 04
2017 Spring,Statistics,97,23453,Field Study In Stat,Field Work,4,Fletcher Ibser,12:00a-12:00a,,1,2,1,100,100,0,Week 04
2017 Spring,Statistics,C100,34036,Princ&Tech Data Sci,Lecture,1,Bin Yu; Deborah Nolan; Joseph Gonzalez; Joseph Hellerstein,Tue Thu 12:30p-01:59p,111,49,120,28,57.14286,57.14286,7,Week 04
2017 Spring,Statistics,131A,23461,Prob Stat Life Sci,Lecture,1,Gaston Sanchez Trujillo,Mon Wed Fri 02:00p-02:59p,90,140,32,88,62.85714,62.85714,0,Week 04
2017 Spring,Statistics,133,23467,Computing Data,Lecture,1,Adam Lucas,Tue Thu 11:00a-12:29p,424,150,0,150,100,100,9,Week 04
2017 Spring,Statistics,133,23468,Computing Data,Lecture,2,Adam Lucas,Tue Thu 12:30p-01:59p,274,150,0,147,98,98,8,Week 04
2017 Spring,Statistics,134,23479,Concepts Of Prob,Lecture,1,Anindita Adhikari,Tue Thu 09:30a-10:59a,334,380,0,368,96.84211,96.84211,3,Week 04
2017 Spring,Statistics,135,23492,Concepts Of Stat,Lecture,1,Hermann Pitters,Tue Thu 02:00p-03:29p,280,210,36,195,92.85714,92.85714,1,Week 04
2017 Spring,Statistics,140,33780,Prob For Data Sci,Lecture,1,Anindita Adhikari,Tue Thu 03:30p-04:59p,101,60,20,56,93.33333,93.33333,1,Week 04
2017 Spring,Statistics,151A,23500,Linear Modelling,Lecture,1,Deborah Nolan,Tue Thu 11:00a-12:29p,168,76,0,71,93.42105,93.42105,0,Week 04
2017 Spring,Statistics,151A,33549,Linear Modelling,Lecture,2,Seema Singh Saharan,Tue Thu 03:30p-04:59p,97,70,0,70,100,100,4,Week 04
2017 Spring,Statistics,152,23503,Sampling Surveys,Lecture,1,Shobhana Murali Stoyanov,Mon Wed Fri 10:00a-10:59a,117,70,16,67,95.71429,95.71429,2,Week 04
2017 Spring,Statistics,153,23506,Intro Time Series,Lecture,1,Alexander D'amour,Tue Thu 09:30a-10:59a,193,180,24,117,65,65,0,Week 04
2017 Spring,Statistics,154,23512,Stat Predict Mach/L,Lecture,1,Noureddine El Karoui,Tue Thu 02:00p-03:29p,120,72,0,72,100,100,1,Week 04
2017 Spring,Statistics,155,23515,Game Theory,Lecture,1,Shobhana Murali Stoyanov,Mon Wed Fri 12:00p-12:59p,304,100,0,85,85,85,1,Week 04
2017 Spring,Statistics,197,23529,Field Study In Stat,Field Work,5,David Aldous,12:00a-12:00a,,5,0,2,40,40,0,Week 04
2017 Spring,Statistics,197,23530,Field Study In Stat,Field Work,6,Shobhana Murali Stoyanov,12:00a-12:00a,,1,1,1,100,100,0,Week 04
2017 Spring,Statistics,197,23531,Field Study In Stat,Field Work,7,Adityanand Guntuboyina,12:00a-12:00a,1,3,0,3,100,100,0,Week 04
2017 Spring,Statistics,197,34702,Field Study In Stat,Field Work,9,Adam Lucas,,2,22,0,19,86.36364,86.36364,0,Week 04
2017 Spring,Statistics,198,23533,Directed Group Stdy,Directed Group Study,1,Jasjeet Sekhon; Sujayam Saha,Wed 06:00p-07:59p,9,40,0,14,35,35,0,Week 04
2017 Spring,Statistics,198,23534,Directed Group Stdy,Directed Group Study,2,David Aldous,Tue 08:00p-09:59p,22,56,0,35,62.5,62.5,0,Week 04
2017 Spring,Statistics,198,23535,Directed Group Stdy,Directed Group Study,3,David Brillinger,Tue 04:00p-05:59p,12,40,0,21,52.5,52.5,0,Week 04
2017 Spring,Statistics,198,23536,Directed Group Stdy,Directed Group Study,4,James Pitman,Mon 04:00p-05:59p,14,40,0,22,55,55,0,Week 04
2017 Spring,Statistics,198,23537,Directed Group Stdy,Directed Group Study,5,Shobhana Murali Stoyanov,Tue 06:30p-08:29p,11,80,0,55,68.75,68.75,0,Week 04
